gene	transcript	hgvs_c	classification	PhastCons100way	PhyloP100way	REVEL	SpliceAI_masked	FAF95_grpmax	CADD_phred	AlphaMissense_pred	ClinVar_sig
ACD	NM_001082486.2	c.1162A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.001	0.364	.;.;.			21.7	.;.;.	
ACD	NM_001082486.2	c.1162A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.001	0.364	.;.;.			17.84	.;.;.	
ACD	NM_001082486.2	c.1162A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.001	0.364	.;.;.			12.42	.;.;.	
ACD	NM_001082486.2	c.987G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-3.29				0.008		
ACD	NM_001082486.2	c.987G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-3.29				0.004		Likely_benign
ACD	NM_001082486.2	c.987G>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0 [ClinVar agrees]	0.0	-3.29			6.80000e-07	0.391		Likely_benign
ACD	NM_001082486.2	c.320T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.765	2.494	.;.;.			27.4	.;.;.	
ACD	NM_001082486.2	c.320T>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.765	2.494	.;.;.			26.1	.;.;.	
ACD	NM_001082486.2	c.320T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.765	2.494	.;.;.			28.0	.;.;.	
ACD	NM_001082486.2	c.319G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.782	1.528	.;.;.			24.6	.;.;.	
ACD	NM_001082486.2	c.319G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.782	1.528	.;.;.			21.3	.;.;.	
ACD	NM_001082486.2	c.319G>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.782	1.528	.;.;.			19.61	.;.;.	
ACD	NM_001082486.2	c.108G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.994	1.631	.;.;.;.			22.0	.;.;.;.	
ACD	NM_001082486.2	c.108G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.994	1.631	.;.;.;.			21.3	.;.;.;.	Uncertain_significance
ACD	NM_001082486.2	c.108G>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.994	1.631	.;.;.;.		2.80000e-07	8.561	.;.;.;.	
ACD	NM_001082486.2	c.107A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.989	0.526	.;.;.;.			16.89	.;.;.;.	
ACD	NM_001082486.2	c.107A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.989	0.526	.;.;.;.		0.000242930	16.07	.;.;.;.	Uncertain_significance
ACD	NM_001082486.2	c.107A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.989	0.526	.;.;.;.			21.6	.;.;.;.	
ANKRD26	NM_014915.2	c.4542T>A	Benign FAF >5% [ClinVar agrees]	1.0	0.718	0.055;.;.;.;.;0.055;.;.		0.568678	10.88	B;.;.;.;.;.;.;.	Benign
ANKRD26	NM_014915.2	c.3913G>A	Benign FAF >5% [ClinVar agrees]	0.0	-1.891	0.070;.;.;.;0.070;.;.		0.568847	0.136	B;.;.;.;.;.;.	Benign
ANKRD26	NM_014915.2	c.3658G>C	Benign FAF >5% [ClinVar agrees]	0.0	0.416	0.096;.;.;.;0.096;.;.		0.194728	9.906	B;.;.;.;.;.;.	Benign
ANKRD26	NM_014915.2	c.2978A>C	Benign FAF >5% [ClinVar agrees]	1.0	6.445	0.176;.;.;.;0.176;.;.		0.0781689	23.2	B;.;.;.;.;.;.	Benign
ANKRD26	NM_014915.2	c.1868G>A	Benign FAF >5% [ClinVar agrees]	0.0	-0.387	0.014;.;.;.;.;0.014;.;.		0.0790293	0.069	B;.;.;.;.;.;.;.	Benign
ANKRD26	NM_014915.2	c.1817G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.002	0.22	.;.;.;.;.			18.78	.;.;.;.;.	
ANKRD26	NM_014915.2	c.1817G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.002	0.22	.;.;.;.;.			16.99	.;.;.;.;.	
ANKRD26	NM_014915.2	c.1817G>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.002	0.22	.;.;.;.;.		4.47000e-06	15.23	.;.;.;.;.	Uncertain_significance
ANKRD26	NM_014915.2	c.1816A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.029	2.493	.;.;.;.;.			20.8	.;.;.;.;.	
ANKRD26	NM_014915.2	c.1816A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.029	2.493	.;.;.;.;.			17.06	.;.;.;.;.	
ANKRD26	NM_014915.2	c.1816A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.029	2.493	.;.;.;.;.			17.03	.;.;.;.;.	
ANKRD26	NM_014915.2	c.1273A>G	Benign FAF >5% [ClinVar agrees]	0.005	-0.467	0.062;.;.;.;.;0.062;.;.;.		0.0994071	3.233	B;.;.;.;.;.;.;.;.	Benign
ANKRD26	NM_014915.2	c.793G>A	Benign FAF >5% [ClinVar agrees]	0.017	0.982	0.042;.;.;.;.;0.042;.;.;.		0.0598765	18.28	B;.;.;.;.;.;.;.;.	Benign
ANKRD26	NM_014915.2	c.641G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.686				2.011		
ANKRD26	NM_014915.2	c.641G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.686			1.06600e-05	0.216		
ANKRD26	NM_014915.2	c.641G>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0 [ClinVar agrees]	0.0	-0.686			8.00000e-07	0.116		Likely_benign
ANKRD26	NM_014915.2	c.59A>G	Benign FAF >5% [ClinVar agrees]	0.0	-1.094	0.005;.;.;.;.;0.005;.;.		0.991935	0.076	B;.;.;.;.;LB;.;.	Benign
AXIN2	NM_004655.4	c.148C>T	Benign FAF >5% [ClinVar agrees]	0.996	1.136	.;.;.;.;.;0.126;.;.;.;0.126;.;.;.;0.126		0.522727	20.8	.;.;.;.;.;B;.;.;.;LB;LB;LB;LB;LB	Benign
CBL	NM_005188.4	c.2528G>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.994	2.976	.;.			19.22	.;.	
CBL	NM_005188.4	c.2528G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.994	2.976	.;.			18.24	.;.	
CBL	NM_005188.4	c.2528G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.994	2.976	.;.			20.5	.;.	Uncertain_significance
CBL	NM_005188.4	c.2529T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.003	-2.132	.;.			4.148	.;.	
CBL	NM_005188.4	c.2529T>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.003	-2.132	.;.			1.079	.;.	
CBL	NM_005188.4	c.2529T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.003	-2.132	.;.			4.201	.;.	
CBL	NM_005188.4	c.2577T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.112	-0.672				19.94		
CBL	NM_005188.4	c.2577T>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.112	-0.672				5.54		
CBL	NM_005188.4	c.2577T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.112	-0.672			6.15000e-06	20.9		
CBL	NM_005188.4	c.*6508G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.026	1.203				8.406	LB	
CBL	NM_005188.4	c.*6508G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.026	1.203				8.551	LB	
CBL	NM_005188.4	c.*6511A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.106				1.709	LB	
CBL	NM_005188.4	c.*6511A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.106				1.758	LB	
CBL	NM_005188.4	c.*6514C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.13				3.885	A	
CBL	NM_005188.4	c.*6514C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.13				3.998	A	
CBL	NM_005188.4	c.*6520A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.005	-0.242				1.047	LB	
CBL	NM_005188.4	c.*6520A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.005	-0.242				1.088	LB	
CBL	NM_005188.4	c.*6526C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.037				3.818	LB	
CBL	NM_005188.4	c.*6526C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.037				3.982	LB	
CBL	NM_005188.4	c.*6530A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.036				1.374	LB	
CBL	NM_005188.4	c.*6530A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.036				1.226		
CBL	NM_005188.4	c.*6532A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.484				0.458	LB	
CBL	NM_005188.4	c.*6532A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.484				0.563	LB	
CBL	NM_005188.4	c.*6541T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.994				4.72	LB	
CBL	NM_005188.4	c.*6541T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-0.994				4.713	LB	
CBL	NM_005188.4	c.*6542T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.058	0.015				8.474	LB	
CBL	NM_005188.4	c.*6542T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0 [ClinVar agrees]	0.058	0.015			0.00163977	7.772	LB	Benign
CBL	NM_005188.4	c.*6544G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.978	2.799				14.61	LB	
CBL	NM_005188.4	c.*6544G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.978	2.799				14.63	LB	
CBL	NM_005188.4	c.*6553A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.001	0.622				14.38	LB	
CBL	NM_005188.4	c.*6553A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.001	0.622				14.22	LB	
CBL	NM_005188.4	c.*6556A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-1.162				3.536	LB	
CBL	NM_005188.4	c.*6556A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-1.162				4.412	LB	
CBL	NM_005188.4	c.*6562C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.003	0.649				15.89	A	
CBL	NM_005188.4	c.*6562C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.003	0.649				15.92	A	
CBL	NM_005188.4	c.*6563A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.006	-0.054				12.12	LB	
CBL	NM_005188.4	c.*6563A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.006	-0.054				11.67		
CBL	NM_005188.4	c.*6565A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.917	2.006				15.67	LB	
CBL	NM_005188.4	c.*6565A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.917	2.006				15.45	LB	
CBL	NM_005188.4	c.*6569C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.788	0.012			3.53000e-06	13.35	LB	
CBL	NM_005188.4	c.*6569C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.788	0.012				13.14	LB	
CBL	NM_005188.4	c.*6579G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.47				8.576		
CBL	NM_005188.4	c.*6579G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	0.47				8.429		
CBL	NM_005188.4	c.*8293T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.999	0.0				7.864	A	
CBL	NM_005188.4	c.*8293T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.999	0.0				8.205	A	
CDKN1A	NM_000389.5	c.93C>A	Benign FAF >5%	0.965	0.899	.;.;.;.;.;0.244;.;.;.;.;.;.;.;.;0.244;.;.;.;.;0.244;.;.;.;.;.;.;.;0.244;.;.;.;.;.;.;.;.		0.475759	2.378	.;.;.;.;.;.;.;.;.;.;.;.;.;.;LB;.;.;.;.;.;.;.;.;.;.;.;.;B;.;.;.;.;.;.;.;.	Benign
CDKN1A	NM_000389.5	c.183T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.058	-0.627				11.35		
CDKN1A	NM_000389.5	c.183T>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.058	-0.627				12.85		
CDKN1A	NM_000389.5	c.183T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.058	-0.627				11.49		
CDKN2B	NM_004936.4	c.156+67G>A	Likely_benign FAF >0.1%, REVEL <0.29, SpliceAI<=0.1	0.0	-0.828	0.204		0.00233940	5.991	LB	
CTNNA1	NM_001903.5	c.1338T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.126	-0.638				4.434		
CTNNA1	NM_001903.5	c.1338T>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0 [ClinVar agrees]	0.126	-0.638				5.001		Likely_benign
CTNNA1	NM_001903.5	c.1338T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.126	-0.638				6.254		Likely_benign
CTNNA1	NM_001903.5	c.2299-15C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(-15)	0.0	-0.361				0.631		
CTNNA1	NM_001903.5	c.2299-15C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(-15) [ClinVar agrees]	0.0	-0.361			2.54900e-05	0.658		Likely_benign
DDX41	NM_016222.4	c.1734A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.194	-0.643				11.8		
DDX41	NM_016222.4	c.1734A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0 [ClinVar agrees]	0.194	-0.643				12.09		
DDX41	NM_016222.4	c.1734A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.194	-0.643				11.72		
DDX41	NM_016222.4	c.1110G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.775	-0.027				26.1		
DDX41	NM_016222.4	c.1110G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.775	-0.027				25.0		
DDX41	NM_016222.4	c.1110G>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0 [ClinVar agrees]	0.775	-0.027			0.000205770	13.94		Benign/Likely_benign
DDX41	NM_016222.4	c.571+5T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(+5)	0.0	-1.07				4.284		
DDX41	NM_016222.4	c.571+5T>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(+5)	0.0	-1.07				4.522		
DDX41	NM_016222.4	c.571+5T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(+5)	0.0	-1.07				4.314		
DGCR8	NM_022720.7	c.520A>G	Benign FAF >5%	0.0	-0.712	.;.;0.034;.;.;.;.;.;0.034;.;.;.		0.0969564	0.004	.;.;B;.;.;.;.;.;LB;.;.;.	
DGCR8	NM_022720.7	c.1953T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.294	-0.395				20.3		
DGCR8	NM_022720.7	c.1953T>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.294	-0.395				7.636		
DGCR8	NM_022720.7	c.1953T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.294	-0.395				20.5		
DKC1	NM_001363.5	c.567A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.84	-0.075				14.77		
DKC1	NM_001363.5	c.567A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.84	-0.075				15.22		
DKC1	NM_001363.5	c.567A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.84	-0.075				14.97		
DKC1	NM_001363.5	c.1245G>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0 [ClinVar agrees]	0.001	-1.748				7.728		Likely_benign
DKC1	NM_001363.5	c.1245G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.001	-1.748				7.57		
DKC1	NM_001363.5	c.1245G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.001	-1.748				9.19		
DKC1	NM_001363.5	c.1260T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.193	-0.3				8.699		
DKC1	NM_001363.5	c.1260T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.193	-0.3			2.63300e-05	7.909		
DKC1	NM_001363.5	c.1476+6T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(+6)	0.028	-0.011				14.82		
DKC1	NM_001363.5	c.1476+6T>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(+6)	0.028	-0.011				6.147		
DKC1	NM_001363.5	c.1476+6T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0, PhyloP<0.1, intronic_ROI(+6)	0.028	-0.011				14.29		
DKC1	NM_001363.5	c.1525G>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.01	0.746				10.02		
DKC1	NM_001363.5	c.1525G>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.01	0.746				10.12		
DLST	NM_001933.5	c.18C>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.937	-0.107	0.042		2.90000e-07	6.524	LB	
DLST	NM_001933.5	c.18C>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.937	-0.107	0.020			9.129	LB	
DNMT3A	NM_022552.4	c.640-1439G>A	Likely_benign FAF >0.1%, REVEL <0.29, SpliceAI<=0.1	0.0	-2.439	0.218		0.00140343	5.817	LB	Conflicting_classifications_of_pathogenicity
DPYD	NM_000110.4	c.2766+802T>G	Benign FAF >5%	0.0	-0.995			0.171710	0.577		
DPYD	NM_000110.4	c.2622+21901G>A	Benign FAF >5%	0.0	-0.263			0.0525384	0.789		
DPYD	NM_000110.4	c.2194G>A	Benign FAF >5%	1.0	7.499	.;.;0.297;.;.;.;.;.;.;.		0.117053	23.8	.;.;B;.;.;.;.;.;.;.	drug_response
DPYD	NM_000110.4	c.1627A>G	Benign FAF >5%	0.994	1.397	.;.;0.123;.;.;.;.;.;.;.		0.275970	9.508	.;.;B;.;.;.;.;.;.;.	drug_response
DPYD	NM_000110.4	c.1218G>A	Benign FAF >5%	1.0	3.709	.;.;0.334;.;.;.;.;.;.;.;.		0.0692118	18.95	.;.;B;.;.;.;.;.;.;.;.	Conflicting_classifications_of_pathogenicity
DPYD	NM_000110.4	c.496A>G	Benign FAF >5%	1.0	7.559	.;.;0.523;.;.;.;.;.;.;.;.		0.136474	26.3	.;.;B;.;.;.;.;.;.;.;.	drug_response
EGLN1	NM_022051.2	c.380G>C	Benign FAF >5% [ClinVar agrees]	0.299	1.268	0.214;.;.;.		0.444091	12.26	B;.;.;.	Benign
EGLN2	NM_080732.4	c.1173A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-1.639				2.675		
EGLN2	NM_080732.4	c.1173A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-1.639				3.154		
EGLN2	NM_080732.4	c.1173A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.0	-1.639				2.626		
ELOC	NM_005648.4	c.148+219G>C	Benign FAF >5%	0.019	-0.749	.;.		0.404648	2.082	.;.	
ELP1	NM_003640.5	c.3970A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.023	0.541				13.61		
ELP1	NM_003640.5	c.3970A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.023	0.541				18.38		
ELP1	NM_003640.5	c.3967A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.055	1.537				36.0		
ELP1	NM_003640.5	c.3967A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.055	1.537				9.497		
ELP1	NM_003640.5	c.3943T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.998	2.96				19.24		
ELP1	NM_003640.5	c.3473C>T	Benign FAF >5% [ClinVar agrees]	0.988	3.177	0.045;.;.;.;.;.;.;.;.;.;0.045;.;.		0.316832	12.91	B;.;.;.;.;.;.;.;.;.;LB;.;.	Benign
ELP1	NM_003640.5	c.3214T>A	Benign FAF >5% [ClinVar agrees]	1.0	6.717	0.111;.;.;.;.;.;.;.;.;.;0.111;.;.		0.318333	23.3	B;.;.;.;.;.;.;.;.;.;LB;.;.	Benign
ELP1	NM_003640.5	c.3037G>A	Benign FAF >5% [ClinVar agrees]	1.0	7.159	0.149;.;.;.;.;.;.;.;.;.;0.149;.;.		0.109286	24.4	B;.;.;.;.;.;.;.;.;.;LB;.;.	Benign/Likely_benign
ELP1	NM_003640.5	c.2855A>T	Benign FAF >5% [ClinVar agrees]	1.0	3.511	0.161;.;.;.;.;.;.;.;.;.;0.161;.;.		0.0501195	23.1	B;.;.;.;.;.;.;.;.;.;LB;.;.	Benign/Likely_benign
ELP1	NM_003640.5	c.2490A>G	Benign FAF >5% [ClinVar agrees]	0.761	-0.097	0.134;.;.;.;.;.;.;.;.;.;0.134;.;.		0.172479	12.2	B;.;.;.;.;.;.;.;.;.;LB;.;.	Benign
ELP1	NM_003640.5	c.2446A>C	Benign FAF >5% [ClinVar agrees]	1.0	1.827	0.073;.;.;.;.;.;.;.;.;.;0.073;.;.		0.439043	12.3	B;.;.;.;.;.;.;.;.;.;LB;.;.	Benign
ELP1	NM_003640.5	c.2294G>A	Benign FAF >5% [ClinVar agrees]	1.0	1.947	0.109;.;.;.;.;.;.;.;.;.;0.109;.;.		0.411944	15.74	B;.;.;.;.;.;.;.;.;.;LB;.;.	Benign
ELP1	NM_003640.5	c.1574G>A	Benign FAF >5% [ClinVar agrees]	0.993	0.301	0.008;.;.;.;.;.;.;.;.;.;0.008;.;.		0.107605	6.009	B;.;.;.;.;.;.;.;.;.;LB;.;.	Benign
ELP1	NM_003640.5	c.1362T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.998	0.874				10.81		
ELP1	NM_003640.5	c.1362T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.998	0.874				10.32		
ELP1	NM_003640.5	c.747A>T	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.305	-0.439				11.03		
ELP1	NM_003640.5	c.747A>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.305	-0.439				11.58		Uncertain_significance
ELP1	NM_003640.5	c.747A>C	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.305	-0.439				10.16		
ELP1	NM_003640.5	c.545T>A	Benign FAF >5% [ClinVar agrees]	1.0	4.157	0.070;.;.;.;.;.;.;.;.;.;.;.		0.215327	18.3	B;.;.;.;.;.;.;.;.;.;.;.	Benign/Likely_benign
EPAS1	NM_001430.5	c.2296A>C	Benign FAF >5% [ClinVar agrees]	0.826	0.571	0.061;.;.;.;.		0.417030	15.98	B;.;.;.;.	Benign
GALNT12	NM_024642.5	c.136G>A	Benign FAF >5% [ClinVar agrees]	0.0	-0.84	.;.;.;0.064;.;.;.		0.196742	4.333	.;.;.;B;.;.;.	Benign/Likely_benign
GALNT12	NM_024642.5	c.356A>T	Benign FAF >5% [ClinVar agrees]	1.0	8.071	.;.;.;0.365;.;.;.		0.0972866	25.8	.;.;.;A;.;.;.	Benign
GALNT12	NM_024642.5	c.1035+558C>T	Benign FAF >5%	0.001	-0.427			0.0584556	2.975		
GCM2	NM_004752.4	c.1518T>G	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.977	0.006	0.099			13.91	P	
GCM2	NM_004752.4	c.1518T>A	Benign synonymous, SpliceAI<=0.1, PhastCons<1.0	0.977	0.006	0.099			14.03	P	
